Mfr Name,Name,Carline,MPG
Ford Motor Company,F150 3.5L 4WD GVWR,Ford Motor Company - Standard Pick-up Trucks 4WD,17
Ford Motor Company,F150 4WD,Ford Motor Company - Standard Pick-up Trucks 4WD,20
Ford Motor Company,F150 4WD,Ford Motor Company - Standard Pick-up Trucks 4WD,18
Ford Motor Company,F150 4WD FFV,Ford Motor Company - Standard Pick-up Trucks 4WD,19
Ford Motor Company,F150 4WD FFV,Ford Motor Company - Standard Pick-up Trucks 4WD,17
Ford Motor Company,F150 5.0L 4WD FFV GVWR,Ford Motor Company - Standard Pick-up Trucks 4WD,16
General Motors,K15 SIERRA 4WD,General Motors - Standard Pick-up Trucks 4WD,19
General Motors,K15 SIERRA 4WD,General Motors - Standard Pick-up Trucks 4WD,18
General Motors,K15 SIERRA 4WD,General Motors - Standard Pick-up Trucks 4WD,18
General Motors,K15 SIERRA 4WD,General Motors - Standard Pick-up Trucks 4WD,17
General Motors,K15 SIERRA 4WD,General Motors - Standard Pick-up Trucks 4WD,17
FCA US LLC,1500 4X4,FCA US LLC - Standard Pick-up Trucks 4WD,22
FCA US LLC,1500 4X4,FCA US LLC - Standard Pick-up Trucks 4WD,19
FCA US LLC,1500 4X4,FCA US LLC - Standard Pick-up Trucks 4WD,15
FCA US LLC,1500 4X4,FCA US LLC - Standard Pick-up Trucks 4WD,17
Toyota,TUNDRA 4WD,Toyota - Standard Pick-up Trucks 4WD,16
Toyota,TUNDRA 4WD,Toyota - Standard Pick-up Trucks 4WD,15
Toyota,TUNDRA 4WD FFV,Toyota - Standard Pick-up Trucks 4WD,15
General Motors,G2500 EXPRESS 2WD PASS MDPV,"General Motors - Vans, Passenger Type",13
General Motors,G3500 EXPRESS 2WD PASS MDPV,"General Motors - Vans, Passenger Type",12
Ford Motor Company,Transit T150 Wagon,"Ford Motor Company - Vans, Passenger Type",16
Ford Motor Company,Transit T150 Wagon FFV,"Ford Motor Company - Vans, Passenger Type",16
General Motors,G2500 SAVANA 2WD PASS MDPV,"General Motors - Vans, Passenger Type",13
General Motors,G3500 SAVANA 2WD PASS MDPV,"General Motors - Vans, Passenger Type",12
General Motors,XTS HEARSE,General Motors - Special Purpose Vehicle 2WD,17
General Motors,XTS LIMO,General Motors - Special Purpose Vehicle 2WD,17
Nissan,City Express Cargo Van,Nissan - Special Purpose Vehicle 2WD,25
Ford Motor Company,Transit Connect Van 2WD,Ford Motor Company - Special Purpose Vehicle 2WD,25
Ford Motor Company,Transit Connect Van 2WD,Ford Motor Company - Special Purpose Vehicle 2WD,23
Ford Motor Company,TRANSIT CONNECT VAN FFV,Ford Motor Company - Special Purpose Vehicle 2WD,23
Ford Motor Company,TRANSIT CONNECT WAGON FFV,Ford Motor Company - Special Purpose Vehicle 2WD,22
Ford Motor Company,TRANSIT CONNECT WAGON FWD,Ford Motor Company - Special Purpose Vehicle 2WD,25
Ford Motor Company,TRANSIT CONNECT WAGON FWD,Ford Motor Company - Special Purpose Vehicle 2WD,22
Ford Motor Company,TRANSIT CONNECT WAGON LWB FFV,Ford Motor Company - Special Purpose Vehicle 2WD,22
Ford Motor Company,Transit Connect Wagon LWB FWD,Ford Motor Company - Special Purpose Vehicle 2WD,22
Ford Motor Company,MKT LIVERY FWD,Ford Motor Company - Special Purpose Vehicle 2WD,21
Mercedes-Benz,Metris (Cargo Van),Mercedes-Benz - Special Purpose Vehicle 2WD,22
Mercedes-Benz,Metris (Passenger Van),Mercedes-Benz - Special Purpose Vehicle 2WD,22
Nissan,NV200 Cargo Van,Nissan - Special Purpose Vehicle 2WD,25
Nissan,NV200 NYC Taxi,Nissan - Special Purpose Vehicle 2WD,24
FCA US LLC,Promaster City,FCA US LLC - Special Purpose Vehicle 2WD,24
Ford Motor Company,MKT LIVERY AWD,Ford Motor Company - Special Purpose Vehicle 4WD,18
General Motors,C15 SILVERADO 2WD CAB CHASSIS,General Motors - Special Purpose Vehicle cab chassis,17
General Motors,COLORADO CAB CHASSIS 2WD,General Motors - Special Purpose Vehicle cab chassis,16
General Motors,K15 SILVERADO 4WD CAB CHASSIS,General Motors - Special Purpose Vehicle cab chassis,17
General Motors,C15 SIERRA 2WD CAB CHASSIS,General Motors - Special Purpose Vehicle cab chassis,17
General Motors,CANYON CAB CHASSIS 2WD,General Motors - Special Purpose Vehicle cab chassis,16
General Motors,K15 SIERRA 4WD CAB CHASSIS,General Motors - Special Purpose Vehicle cab chassis,17
FCA US LLC,Town & Country,"FCA US LLC - Special Purpose Vehicle, minivan 2WD",20
FCA US LLC,Town & Country,"FCA US LLC - Special Purpose Vehicle, minivan 2WD",20
FCA US LLC,Grand Caravan,"FCA US LLC - Special Purpose Vehicle, minivan 2WD",20
FCA US LLC,Grand Caravan,"FCA US LLC - Special Purpose Vehicle, minivan 2WD",20
Honda,ODYSSEY 2WD,"Honda - Special Purpose Vehicle, minivan 2WD",22
Kia,Sedona,"Kia - Special Purpose Vehicle, minivan 2WD",20
Kia,Sedona SX,"Kia - Special Purpose Vehicle, minivan 2WD",21
Kia,Sedona SXL,"Kia - Special Purpose Vehicle, minivan 2WD",19
Nissan,QUEST,"Nissan - Special Purpose Vehicle, minivan 2WD",23
Toyota,SIENNA,"Toyota - Special Purpose Vehicle, minivan 2WD",21
Toyota,SIENNA AWD,"Toyota - Special Purpose Vehicle, minivan 4WD",19
Honda,MDX 2WD,Honda - Small SUV 2WD,22
Honda,MDX 2WD,Honda - Small SUV 2WD,23
Honda,RDX 2WD,Honda - Small SUV 2WD,23
BMW,X3 sDrive 28i,BMW - Small SUV 2WD,24
General Motors,ENCORE,General Motors - Small SUV 2WD,28
General Motors,ENCORE,General Motors - Small SUV 2WD,30
General Motors,EQUINOX FWD,General Motors - Small SUV 2WD,26
General Motors,EQUINOX FWD,General Motors - Small SUV 2WD,26
General Motors,EQUINOX FWD,General Motors - Small SUV 2WD,20
General Motors,TRAX,General Motors - Small SUV 2WD,29
FCA US LLC,Journey,FCA US LLC - Small SUV 2WD,21
FCA US LLC,Journey,FCA US LLC - Small SUV 2WD,19
FCA US LLC,500X,FCA US LLC - Small SUV 2WD,28
FCA US LLC,500X,FCA US LLC - Small SUV 2WD,25
Ford Motor Company,EDGE FWD,Ford Motor Company - Small SUV 2WD,24
Ford Motor Company,EDGE FWD,Ford Motor Company - Small SUV 2WD,24
Ford Motor Company,EDGE FWD,Ford Motor Company - Small SUV 2WD,21
Ford Motor Company,ESCAPE FWD,Ford Motor Company - Small SUV 2WD,26
Ford Motor Company,ESCAPE FWD,Ford Motor Company - Small SUV 2WD,25
Ford Motor Company,ESCAPE FWD,Ford Motor Company - Small SUV 2WD,25
General Motors,TERRAIN FWD,General Motors - Small SUV 2WD,26
General Motors,TERRAIN FWD,General Motors - Small SUV 2WD,26
General Motors,TERRAIN FWD,General Motors - Small SUV 2WD,20
Honda,CR-V 2WD,Honda - Small SUV 2WD,29
Honda,HR-V 2WD,Honda - Small SUV 2WD,31
Honda,HR-V 2WD,Honda - Small SUV 2WD,31
Honda,HR-V 2WD,Honda - Small SUV 2WD,28
Honda,PILOT 2WD,Honda - Small SUV 2WD,22
Honda,PILOT 2WD,Honda - Small SUV 2WD,23
Hyundai,Santa Fe FWD,Hyundai - Small SUV 2WD,21
Hyundai,Santa Fe Sport FWD,Hyundai - Small SUV 2WD,22
Hyundai,Santa Fe Sport FWD,Hyundai - Small SUV 2WD,23
Hyundai,Santa Fe Sport ULTIMATE FWD,Hyundai - Small SUV 2WD,22
Hyundai,Santa Fe Ultimate FWD,Hyundai - Small SUV 2WD,20
Hyundai,Tucson Eco FWD,Hyundai - Small SUV 2WD,29
Hyundai,Tucson FWD,Hyundai - Small SUV 2WD,27
Hyundai,Tucson FWD,Hyundai - Small SUV 2WD,26
Nissan,QX60 FWD,Nissan - Small SUV 2WD,23
Nissan,QX70 RWD,Nissan - Small SUV 2WD,19
FCA US LLC,Cherokee FWD,FCA US LLC - Small SUV 2WD,25
FCA US LLC,Cherokee FWD,FCA US LLC - Small SUV 2WD,25
FCA US LLC,Cherokee FWD,FCA US LLC - Small SUV 2WD,24
FCA US LLC,Compass FWD,FCA US LLC - Small SUV 2WD,24
FCA US LLC,Compass FWD,FCA US LLC - Small SUV 2WD,26
FCA US LLC,Compass FWD,FCA US LLC - Small SUV 2WD,23
FCA US LLC,Compass FWD,FCA US LLC - Small SUV 2WD,25
FCA US LLC,Patriot FWD,FCA US LLC - Small SUV 2WD,24
FCA US LLC,Patriot FWD,FCA US LLC - Small SUV 2WD,26
FCA US LLC,Patriot FWD,FCA US LLC - Small SUV 2WD,23
FCA US LLC,Patriot FWD,FCA US LLC - Small SUV 2WD,25
FCA US LLC,Renegade 4x2,FCA US LLC - Small SUV 2WD,27
FCA US LLC,Renegade 4x2,FCA US LLC - Small SUV 2WD,25
Kia,Sorento FWD,Kia - Small SUV 2WD,23
Kia,Sorento FWD,Kia - Small SUV 2WD,24
Kia,Sorento FWD,Kia - Small SUV 2WD,21
Kia,Sportage FWD,Kia - Small SUV 2WD,24
Kia,Sportage SX FWD,Kia - Small SUV 2WD,22
Toyota,NX 200t,Toyota - Small SUV 2WD,25
Toyota,NX 300h,Toyota - Small SUV 2WD,33
Toyota,RX 350,Toyota - Small SUV 2WD,23
Toyota,RX 450h,Toyota - Small SUV 2WD,30
Ford Motor Company,MKC  FWD,Ford Motor Company - Small SUV 2WD,23
Ford Motor Company,MKX FWD,Ford Motor Company - Small SUV 2WD,21
Ford Motor Company,MKX FWD,Ford Motor Company - Small SUV 2WD,20
MAZDA,CX-5 2WD,MAZDA - Small SUV 2WD,29
MAZDA,CX-5 2WD,MAZDA - Small SUV 2WD,29
Mercedes-Benz,GLC 300,Mercedes-Benz - Small SUV 2WD,24
Mitsubishi Motors Co,OUTLANDER 2WD,Mitsubishi Motors Co - Small SUV 2WD,27
Mitsubishi Motors Co,OUTLANDER SPORT 2WD,Mitsubishi Motors Co - Small SUV 2WD,27
Mitsubishi Motors Co,OUTLANDER SPORT 2WD,Mitsubishi Motors Co - Small SUV 2WD,25
Mitsubishi Motors Co,OUTLANDER SPORT 2WD,Mitsubishi Motors Co - Small SUV 2WD,25
Nissan,PATHFINDER 2WD,Nissan - Small SUV 2WD,23
Nissan,ROGUE FWD,Nissan - Small SUV 2WD,28
Toyota,HIGHLANDER,Toyota - Small SUV 2WD,22
Toyota,HIGHLANDER,Toyota - Small SUV 2WD,21
Toyota,RAV4,Toyota - Small SUV 2WD,26
Toyota,RAV4 LE/XLE,Toyota - Small SUV 2WD,26
Volkswagen Group of America,Tiguan,Volkswagen Group of America - Small SUV 2WD,23
Volvo,XC60 FWD,Volvo - Small SUV 2WD,24
Volvo,XC60 FWD,Volvo - Small SUV 2WD,26
Volvo,XC70 FWD,Volvo - Small SUV 2WD,26
Honda,MDX 4WD,Honda - Small SUV 4WD,22
Honda,MDX 4WD,Honda - Small SUV 4WD,21
Honda,RDX 4WD,Honda - Small SUV 4WD,22
Volkswagen Group of America,Q5,Volkswagen Group of America - Small SUV 4WD,23
Volkswagen Group of America,Q5,Volkswagen Group of America - Small SUV 4WD,27
Volkswagen Group of America,Q5,Volkswagen Group of America - Small SUV 4WD,21
Volkswagen Group of America,Q5 Hybrid,Volkswagen Group of America - Small SUV 4WD,26
Volkswagen Group of America,SQ5,Volkswagen Group of America - Small SUV 4WD,19
BMW,X3 xDrive28d,BMW - Small SUV 4WD,30
BMW,X3 xDrive28i,BMW - Small SUV 4WD,24
BMW,X3 xDrive35i,BMW - Small SUV 4WD,22
BMW,X4 M40i,BMW - Small SUV 4WD,21
BMW,X4 xDrive28i,BMW - Small SUV 4WD,23
BMW,X4 xDrive35i,BMW - Small SUV 4WD,22
General Motors,ENCORE AWD,General Motors - Small SUV 4WD,26
General Motors,ENCORE AWD,General Motors - Small SUV 4WD,29
General Motors,EQUINOX AWD,General Motors - Small SUV 4WD,23
General Motors,EQUINOX AWD,General Motors - Small SUV 4WD,23
General Motors,EQUINOX AWD,General Motors - Small SUV 4WD,18
General Motors,TRAX AWD,General Motors - Small SUV 4WD,27
FCA US LLC,Journey AWD,FCA US LLC - Small SUV 4WD,19
FCA US LLC,500X AWD,FCA US LLC - Small SUV 4WD,24
Ford Motor Company,EDGE AWD,Ford Motor Company - Small SUV 4WD,23
Ford Motor Company,EDGE AWD,Ford Motor Company - Small SUV 4WD,20
Ford Motor Company,EDGE AWD,Ford Motor Company - Small SUV 4WD,20
Ford Motor Company,ESCAPE AWD,Ford Motor Company - Small SUV 4WD,25
Ford Motor Company,ESCAPE AWD,Ford Motor Company - Small SUV 4WD,23
General Motors,TERRAIN AWD,General Motors - Small SUV 4WD,23
General Motors,TERRAIN AWD,General Motors - Small SUV 4WD,18
Honda,CR-V 4WD,Honda - Small SUV 4WD,27
Honda,HR-V 4WD,Honda - Small SUV 4WD,29
Honda,HR-V 4WD,Honda - Small SUV 4WD,29
Honda,PILOT 4WD,Honda - Small SUV 4WD,21
Honda,PILOT 4WD,Honda - Small SUV 4WD,22
Hyundai,Santa Fe AWD,Hyundai - Small SUV 4WD,20
Hyundai,Santa Fe Sport AWD,Hyundai - Small SUV 4WD,21
Hyundai,Santa Fe Sport AWD,Hyundai - Small SUV 4WD,21
Hyundai,Santa Fe Ultimate AWD,Hyundai - Small SUV 4WD,19
Hyundai,Tucson AWD,Hyundai - Small SUV 4WD,26
Hyundai,Tucson AWD,Hyundai - Small SUV 4WD,23
Hyundai,Tucson Eco AWD,Hyundai - Small SUV 4WD,27
Nissan,QX60 AWD,Nissan - Small SUV 4WD,22
Nissan,QX70 AWD,Nissan - Small SUV 4WD,18
FCA US LLC,Cherokee 4X4,FCA US LLC - Small SUV 4WD,24
FCA US LLC,Cherokee 4X4,FCA US LLC - Small SUV 4WD,24
FCA US LLC,Cherokee 4X4,FCA US LLC - Small SUV 4WD,23
FCA US LLC,Cherokee 4x4 Active Drive II,FCA US LLC - Small SUV 4WD,23
FCA US LLC,Cherokee 4x4 Active Drive II,FCA US LLC - Small SUV 4WD,22
FCA US LLC,Cherokee Trailhawk 4X4,FCA US LLC - Small SUV 4WD,22
FCA US LLC,Cherokee Trailhawk 4X4,FCA US LLC - Small SUV 4WD,22
FCA US LLC,Compass 4X4,FCA US LLC - Small SUV 4WD,22
FCA US LLC,Compass 4X4,FCA US LLC - Small SUV 4WD,21
FCA US LLC,Compass 4X4,FCA US LLC - Small SUV 4WD,24
FCA US LLC,Patriot 4X4,FCA US LLC - Small SUV 4WD,22
FCA US LLC,Patriot 4X4,FCA US LLC - Small SUV 4WD,21
FCA US LLC,Patriot 4X4,FCA US LLC - Small SUV 4WD,24
FCA US LLC,Renegade 4x4,FCA US LLC - Small SUV 4WD,27
FCA US LLC,Renegade 4x4,FCA US LLC - Small SUV 4WD,24
FCA US LLC,Wrangler 4X4,FCA US LLC - Small SUV 4WD,18
FCA US LLC,Wrangler 4X4,FCA US LLC - Small SUV 4WD,18
FCA US LLC,Wrangler Unlimited 4X4,FCA US LLC - Small SUV 4WD,18
FCA US LLC,Wrangler Unlimited 4X4,FCA US LLC - Small SUV 4WD,18
Kia,Sorento AWD,Kia - Small SUV 4WD,22
Kia,Sorento AWD,Kia - Small SUV 4WD,23
Kia,Sorento AWD,Kia - Small SUV 4WD,19
Kia,Sorento AWD FE,Kia - Small SUV 4WD,21
Kia,Sportage AWD,Kia - Small SUV 4WD,22
Kia,Sportage SX AWD,Kia - Small SUV 4WD,21
Jaguar Land Rover L,Discovery Sport,Jaguar Land Rover L - Small SUV 4WD,22
Jaguar Land Rover L,Range Rover Evoque,Jaguar Land Rover L - Small SUV 4WD,24
Toyota,NX 200t AWD,Toyota - Small SUV 4WD,24
Toyota,NX 200t AWD F SPORT,Toyota - Small SUV 4WD,24
Toyota,NX 300h AWD,Toyota - Small SUV 4WD,32
Toyota,RX 350 AWD,Toyota - Small SUV 4WD,22
Ford Motor Company,MKC  AWD,Ford Motor Company - Small SUV 4WD,22
Ford Motor Company,MKC  AWD,Ford Motor Company - Small SUV 4WD,21
Ford Motor Company,MKX AWD,Ford Motor Company - Small SUV 4WD,19
Ford Motor Company,MKX AWD,Ford Motor Company - Small SUV 4WD,19
MAZDA,CX-5 4WD,MAZDA - Small SUV 4WD,26
Mercedes-Benz,GLA 250 4MATIC,Mercedes-Benz - Small SUV 4WD,27
Mercedes-Benz,GLA 250 4MATIC,Mercedes-Benz - Small SUV 4WD,27
Mercedes-Benz,GLC 300 4MATIC,Mercedes-Benz - Small SUV 4WD,24
Mitsubishi Motors Co,OUTLANDER 4WD,Mitsubishi Motors Co - Small SUV 4WD,26
Mitsubishi Motors Co,OUTLANDER 4WD,Mitsubishi Motors Co - Small SUV 4WD,23
Mitsubishi Motors Co,OUTLANDER SPORT 4WD,Mitsubishi Motors Co - Small SUV 4WD,26
Mitsubishi Motors Co,OUTLANDER SPORT 4WD,Mitsubishi Motors Co - Small SUV 4WD,24
Nissan,PATHFINDER 4WD,Nissan - Small SUV 4WD,22
Nissan,PATHFINDER 4WD PLATINUM,Nissan - Small SUV 4WD,21
Nissan,ROGUE AWD,Nissan - Small SUV 4WD,28
Porsche,Macan S,Porsche - Small SUV 4WD,19
Porsche,Macan Turbo,Porsche - Small SUV 4WD,19
Subaru,CROSSTREK,Subaru - Small SUV 4WD,29
Subaru,CROSSTREK,Subaru - Small SUV 4WD,26
Subaru,CROSSTREK HYBRID,Subaru - Small SUV 4WD,31
Subaru,FORESTER,Subaru - Small SUV 4WD,25
Subaru,FORESTER,Subaru - Small SUV 4WD,27
Subaru,FORESTER,Subaru - Small SUV 4WD,25
Subaru,OUTBACK,Subaru - Small SUV 4WD,28
Subaru,OUTBACK,Subaru - Small SUV 4WD,22
Toyota,RAV4 AWD,Toyota - Small SUV 4WD,25
Toyota,RAV4 HYBRID AWD,Toyota - Small SUV 4WD,33
Toyota,RAV4 Limited AWD/SE AWD,Toyota - Small SUV 4WD,25
Volkswagen Group of America,Tiguan 4Motion,Volkswagen Group of America - Small SUV 4WD,23
Volvo,XC60 AWD,Volvo - Small SUV 4WD,23
Volvo,XC60 AWD,Volvo - Small SUV 4WD,22
Volvo,XC60 AWD,Volvo - Small SUV 4WD,20
Volvo,XC70 AWD,Volvo - Small SUV 4WD,22
BMW,X5 sDrive35i,BMW - Standard SUV 2WD,21
BMW,X6 sDrive35i,BMW - Standard SUV 2WD,21
General Motors,ENCLAVE FWD,General Motors - Standard SUV 2WD,19
General Motors,ESCALADE 2WD,General Motors - Standard SUV 2WD,17
General Motors,SRX,General Motors - Standard SUV 2WD,19
General Motors,C1500 SUBURBAN 2WD,General Motors - Standard SUV 2WD,18
General Motors,C1500 SUBURBAN 2WD,General Motors - Standard SUV 2WD,18
General Motors,C1500 TAHOE 2WD,General Motors - Standard SUV 2WD,18
General Motors,C1500 TAHOE 2WD,General Motors - Standard SUV 2WD,18
General Motors,TRAVERSE FWD,General Motors - Standard SUV 2WD,19
FCA US LLC,Durango RWD,FCA US LLC - Standard SUV 2WD,22
FCA US LLC,Durango RWD,FCA US LLC - Standard SUV 2WD,17
Ford Motor Company,Expedition 2WD,Ford Motor Company - Standard SUV 2WD,18
Ford Motor Company,Expedition EL 2WD,Ford Motor Company - Standard SUV 2WD,17
Ford Motor Company,EXPLORER FFV 2WD,Ford Motor Company - Standard SUV 2WD,20
Ford Motor Company,EXPLORER FWD,Ford Motor Company - Standard SUV 2WD,22
Ford Motor Company,EXPLORER FWD,Ford Motor Company - Standard SUV 2WD,20
Ford Motor Company,Flex FWD,Ford Motor Company - Standard SUV 2WD,19
General Motors,ACADIA FWD,General Motors - Standard SUV 2WD,19
General Motors,C1500 YUKON 2WD,General Motors - Standard SUV 2WD,18
General Motors,C1500 YUKON 2WD,General Motors - Standard SUV 2WD,18
General Motors,C1500 YUKON 2WD,General Motors - Standard SUV 2WD,17
General Motors,C1500 YUKON XL 2WD,General Motors - Standard SUV 2WD,18
General Motors,C1500 YUKON XL 2WD,General Motors - Standard SUV 2WD,18
General Motors,C1500 YUKON XL 2WD,General Motors - Standard SUV 2WD,17
Nissan,QX60 Hybrid FWD,Nissan - Standard SUV 2WD,26
Nissan,QX80 2WD,Nissan - Standard SUV 2WD,16
FCA US LLC,Grand Cherokee 4X2,FCA US LLC - Standard SUV 2WD,25
FCA US LLC,Grand Cherokee 4X2,FCA US LLC - Standard SUV 2WD,22
Ford Motor Company,MKT FWD,Ford Motor Company - Standard SUV 2WD,19
Ford Motor Company,Navigator 2WD,Ford Motor Company - Standard SUV 2WD,18
Ford Motor Company,Navigator L 2WD,Ford Motor Company - Standard SUV 2WD,17
Mercedes-Benz,GLE 350,Mercedes-Benz - Standard SUV 2WD,20
Toyota,4RUNNER 2WD,Toyota - Standard SUV 2WD,19
Toyota,SEQUOIA 2WD,Toyota - Standard SUV 2WD,15
Volvo,XC90 FWD,Volvo - Standard SUV 2WD,24
BMW,X5 M,BMW - Standard SUV 4WD,16
BMW,X5 xDrive 35d,BMW - Standard SUV 4WD,26
BMW,X5 xDrive35i,BMW - Standard SUV 4WD,20
BMW,X5 xDrive50i,BMW - Standard SUV 4WD,17
BMW,X6 M,BMW - Standard SUV 4WD,16
BMW,X6 xDrive35i,BMW - Standard SUV 4WD,20
BMW,X6 xDrive50i,BMW - Standard SUV 4WD,17
General Motors,ENCLAVE AWD,General Motors - Standard SUV 4WD,18
General Motors,ESCALADE 4WD,General Motors - Standard SUV 4WD,17
General Motors,SRX AWD,General Motors - Standard SUV 4WD,18
General Motors,K1500 SUBURBAN 4WD,General Motors - Standard SUV 4WD,18
General Motors,K1500 SUBURBAN 4WD,General Motors - Standard SUV 4WD,18
General Motors,K1500 TAHOE 4WD,General Motors - Standard SUV 4WD,18
General Motors,K1500 TAHOE 4WD,General Motors - Standard SUV 4WD,18
General Motors,TRAVERSE AWD,General Motors - Standard SUV 4WD,19
FCA US LLC,Durango AWD,FCA US LLC - Standard SUV 4WD,21
FCA US LLC,Durango AWD,FCA US LLC - Standard SUV 4WD,17
Ford Motor Company,Expedition 4WD,Ford Motor Company - Standard SUV 4WD,17
Ford Motor Company,Expedition EL 4WD,Ford Motor Company - Standard SUV 4WD,16
Ford Motor Company,EXPLORER AWD,Ford Motor Company - Standard SUV 4WD,21
Ford Motor Company,EXPLORER AWD,Ford Motor Company - Standard SUV 4WD,18
Ford Motor Company,EXPLORER AWD,Ford Motor Company - Standard SUV 4WD,19
Ford Motor Company,EXPLORER FFV AWD,Ford Motor Company - Standard SUV 4WD,19
Ford Motor Company,FLEX AWD,Ford Motor Company - Standard SUV 4WD,18
Ford Motor Company,FLEX AWD,Ford Motor Company - Standard SUV 4WD,17
General Motors,ACADIA AWD,General Motors - Standard SUV 4WD,19
General Motors,K1500 YUKON 4WD,General Motors - Standard SUV 4WD,18
General Motors,K1500 YUKON 4WD,General Motors - Standard SUV 4WD,18
General Motors,K1500 YUKON 4WD,General Motors - Standard SUV 4WD,17
General Motors,K1500 YUKON XL 4WD,General Motors - Standard SUV 4WD,18
General Motors,K1500 YUKON XL 4WD,General Motors - Standard SUV 4WD,18
General Motors,K1500 YUKON XL 4WD,General Motors - Standard SUV 4WD,16
Nissan,QX60 Hybrid AWD,Nissan - Standard SUV 4WD,26
Nissan,QX80 4WD,Nissan - Standard SUV 4WD,15
FCA US LLC,Grand Cherokee 4X4,FCA US LLC - Standard SUV 4WD,24
FCA US LLC,Grand Cherokee 4X4,FCA US LLC - Standard SUV 4WD,21
FCA US LLC,Grand Cherokee 4X4,FCA US LLC - Standard SUV 4WD,17
FCA US LLC,Grand Cherokee SRT8 4x4,FCA US LLC - Standard SUV 4WD,15
Jaguar Land Rover L,LR4,Jaguar Land Rover L - Standard SUV 4WD,16
Jaguar Land Rover L,Range Rover,Jaguar Land Rover L - Standard SUV 4WD,19
Jaguar Land Rover L,Range Rover,Jaguar Land Rover L - Standard SUV 4WD,16
Jaguar Land Rover L,Range Rover LWB,Jaguar Land Rover L - Standard SUV 4WD,19
Jaguar Land Rover L,Range Rover LWB,Jaguar Land Rover L - Standard SUV 4WD,16
Jaguar Land Rover L,Range Rover Sport,Jaguar Land Rover L - Standard SUV 4WD,19
Jaguar Land Rover L,Range Rover Sport,Jaguar Land Rover L - Standard SUV 4WD,16
Jaguar Land Rover L,Range Rover Sport TDV6,Jaguar Land Rover L - Standard SUV 4WD,25
Jaguar Land Rover L,Range Rover TDV6,Jaguar Land Rover L - Standard SUV 4WD,25
Toyota,GX 460,Toyota - Standard SUV 4WD,17
Toyota,LX 570,Toyota - Standard SUV 4WD,15
Toyota,RX 450h AWD,Toyota - Standard SUV 4WD,30
Ford Motor Company,MKT AWD,Ford Motor Company - Standard SUV 4WD,17
Ford Motor Company,Navigator 4WD,Ford Motor Company - Standard SUV 4WD,17
Ford Motor Company,Navigator L 4WD,Ford Motor Company - Standard SUV 4WD,16
Mercedes-Benz,AMG G 63,Mercedes-Benz - Standard SUV 4WD,13
Mercedes-Benz,AMG G65,Mercedes-Benz - Standard SUV 4WD,12
Mercedes-Benz,AMG GL 63,Mercedes-Benz - Standard SUV 4WD,14
Mercedes-Benz,AMG GLE 63,Mercedes-Benz - Standard SUV 4WD,15
Mercedes-Benz,AMG GLE 63 S,Mercedes-Benz - Standard SUV 4WD,15
Mercedes-Benz,AMG GLE 63 S (coupe),Mercedes-Benz - Standard SUV 4WD,15
Mercedes-Benz,G 550,Mercedes-Benz - Standard SUV 4WD,13
Mercedes-Benz,GL 350 BLUETEC 4MATIC,Mercedes-Benz - Standard SUV 4WD,22
Mercedes-Benz,GL 450 4MATIC,Mercedes-Benz - Standard SUV 4WD,19
Mercedes-Benz,GL 550 4MATIC,Mercedes-Benz - Standard SUV 4WD,15
Mercedes-Benz,GLE 300 d 4MATIC,Mercedes-Benz - Standard SUV 4WD,24
Mercedes-Benz,GLE 350 4MATIC,Mercedes-Benz - Standard SUV 4WD,19
Mercedes-Benz,GLE 350 4MATIC,Mercedes-Benz - Standard SUV 4WD,19
Mercedes-Benz,GLE 350 d 4MATIC,Mercedes-Benz - Standard SUV 4WD,26
Mercedes-Benz,GLE 400 4MATIC,Mercedes-Benz - Standard SUV 4WD,20
Mercedes-Benz,GLE 450 AMG (coupe),Mercedes-Benz - Standard SUV 4WD,20
Porsche,Cayenne,Porsche - Standard SUV 4WD,21
Porsche,Cayenne Diesel,Porsche - Standard SUV 4WD,23
Porsche,Cayenne GTS,Porsche - Standard SUV 4WD,19
Porsche,Cayenne S,Porsche - Standard SUV 4WD,20
Porsche,Cayenne Turbo,Porsche - Standard SUV 4WD,17
Porsche,Cayenne Turbo S,Porsche - Standard SUV 4WD,17
Toyota,4RUNNER 4WD,Toyota - Standard SUV 4WD,18
Toyota,4RUNNER 4WD,Toyota - Standard SUV 4WD,18
Toyota,HIGHLANDER AWD,Toyota - Standard SUV 4WD,20
Toyota,HIGHLANDER HYBRID AWD,Toyota - Standard SUV 4WD,28
Toyota,HIGHLANDER HYBRID AWD LE Plus,Toyota - Standard SUV 4WD,28
Toyota,LAND CRUISER WAGON 4WD,Toyota - Standard SUV 4WD,15
Toyota,SEQUOIA 4WD,Toyota - Standard SUV 4WD,14
Toyota,SEQUOIA 4WD FFV,Toyota - Standard SUV 4WD,14
Volkswagen Group of America,Touareg,Volkswagen Group of America - Standard SUV 4WD,24
Volkswagen Group of America,Touareg,Volkswagen Group of America - Standard SUV 4WD,19
Volvo,XC90 AWD,Volvo - Standard SUV 4WD,22
Volvo,XC90 AWD,Volvo - Standard SUV 4WD,23